iteration,fold,error_rate,train_accuracy,test_accuracy,coverage,f1_score,AUC,precision,recall
iteration_0,fold_0,0.18518518518518523,1.0,0.8148148148148148,1.0,0.8979591836734693,0.5,0.8148148148148148,1.0
iteration_0,fold_1,0.18518518518518523,1.0,0.8148148148148148,1.0,0.8979591836734693,0.5,0.8148148148148148,1.0
iteration_0,fold_2,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_0,fold_3,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_0,fold_4,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_0,fold_5,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_0,fold_6,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_0,fold_7,0.1923076923076923,0.995850622406639,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_0,fold_8,0.1923076923076923,0.995850622406639,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_0,fold_9,0.1923076923076923,1.0,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_1,fold_0,0.18518518518518523,1.0,0.8148148148148148,1.0,0.8979591836734693,0.5,0.8148148148148148,1.0
iteration_1,fold_1,0.18518518518518523,1.0,0.8148148148148148,1.0,0.8979591836734693,0.5,0.8148148148148148,1.0
iteration_1,fold_2,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_1,fold_3,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_1,fold_4,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_1,fold_5,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_1,fold_6,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_1,fold_7,0.1923076923076923,1.0,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_1,fold_8,0.1923076923076923,1.0,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_1,fold_9,0.1923076923076923,1.0,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_2,fold_0,0.18518518518518523,1.0,0.8148148148148148,1.0,0.8979591836734693,0.5,0.8148148148148148,1.0
iteration_2,fold_1,0.2222222222222222,1.0,0.7777777777777778,0.9629629629629629,0.875,0.4772727272727273,0.8076923076923077,0.9545454545454546
iteration_2,fold_2,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_2,fold_3,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_2,fold_4,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_2,fold_5,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_2,fold_6,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_2,fold_7,0.1923076923076923,0.995850622406639,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_2,fold_8,0.1923076923076923,1.0,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_2,fold_9,0.1923076923076923,1.0,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_3,fold_0,0.18518518518518523,1.0,0.8148148148148148,1.0,0.8979591836734693,0.5,0.8148148148148148,1.0
iteration_3,fold_1,0.18518518518518523,1.0,0.8148148148148148,1.0,0.8979591836734693,0.5,0.8148148148148148,1.0
iteration_3,fold_2,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_3,fold_3,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_3,fold_4,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_3,fold_5,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_3,fold_6,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_3,fold_7,0.1923076923076923,0.995850622406639,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_3,fold_8,0.1923076923076923,1.0,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_3,fold_9,0.1923076923076923,1.0,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_4,fold_0,0.18518518518518523,1.0,0.8148148148148148,1.0,0.8979591836734693,0.5,0.8148148148148148,1.0
iteration_4,fold_1,0.18518518518518523,1.0,0.8148148148148148,1.0,0.8979591836734693,0.5,0.8148148148148148,1.0
iteration_4,fold_2,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_4,fold_3,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_4,fold_4,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_4,fold_5,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_4,fold_6,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_4,fold_7,0.1923076923076923,1.0,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_4,fold_8,0.1923076923076923,1.0,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_4,fold_9,0.1923076923076923,1.0,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_5,fold_0,0.18518518518518523,0.9958333333333333,0.8148148148148148,1.0,0.8979591836734693,0.5,0.8148148148148148,1.0
iteration_5,fold_1,0.18518518518518523,1.0,0.8148148148148148,1.0,0.8979591836734693,0.5,0.8148148148148148,1.0
iteration_5,fold_2,0.2222222222222222,0.9958333333333333,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_5,fold_3,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_5,fold_4,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_5,fold_5,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_5,fold_6,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_5,fold_7,0.1923076923076923,1.0,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_5,fold_8,0.1923076923076923,1.0,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_5,fold_9,0.1923076923076923,1.0,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_6,fold_0,0.18518518518518523,1.0,0.8148148148148148,1.0,0.8979591836734693,0.5,0.8148148148148148,1.0
iteration_6,fold_1,0.18518518518518523,1.0,0.8148148148148148,1.0,0.8979591836734693,0.5,0.8148148148148148,1.0
iteration_6,fold_2,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_6,fold_3,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_6,fold_4,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_6,fold_5,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_6,fold_6,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_6,fold_7,0.1923076923076923,0.995850622406639,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_6,fold_8,0.1923076923076923,1.0,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_6,fold_9,0.1923076923076923,1.0,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_7,fold_0,0.18518518518518523,1.0,0.8148148148148148,1.0,0.8979591836734693,0.5,0.8148148148148148,1.0
iteration_7,fold_1,0.18518518518518523,1.0,0.8148148148148148,1.0,0.8979591836734693,0.5,0.8148148148148148,1.0
iteration_7,fold_2,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_7,fold_3,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_7,fold_4,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_7,fold_5,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_7,fold_6,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_7,fold_7,0.1923076923076923,1.0,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_7,fold_8,0.1923076923076923,1.0,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_7,fold_9,0.1923076923076923,1.0,0.8076923076923077,1.0,0.8936170212765957,0.5,0.8076923076923077,1.0
iteration_8,fold_0,0.18518518518518523,0.9958333333333333,0.8148148148148148,1.0,0.8979591836734693,0.5,0.8148148148148148,1.0
iteration_8,fold_1,0.18518518518518523,1.0,0.8148148148148148,1.0,0.8979591836734693,0.5,0.8148148148148148,1.0
iteration_8,fold_2,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_8,fold_3,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
iteration_8,fold_4,0.2222222222222222,1.0,0.7777777777777778,1.0,0.8750000000000001,0.5,0.7777777777777778,1.0
